Date,FBM,Zalo,Viber,Mocha,Bigo
06-25-2016,1,3,40,183,0
06-26-2016,2,3,42,183,0
06-27-2016,2,3,44,193,0
06-28-2016,2,3,44,193,0
06-29-2016,2,3,41,180,0
06-30-2016,2,3,38,174,0
07-01-2016,2,3,38,174,0
07-02-2016,1,3,39,139,0
07-03-2016,1,3,43,161,0
07-04-2016,1,3,42,171,0
07-05-2016,1,3,43,168,0
07-06-2016,1,3,40,165,0
07-07-2016,1,3,40,165,0
07-08-2016,1,3,43,171,0
07-09-2016,1,3,44,181,0
07-10-2016,1,2,42,191,0
07-11-2016,1,2,43,201,0
07-12-2016,1,2,40,207,0
07-13-2016,1,2,44,199,0
07-14-2016,1,2,46,205,0
07-15-2016,1,2,52,212,0
07-16-2016,1,2,51,203,0
07-17-2016,1,2,51,208,0
07-18-2016,2,3,54,200,0
07-19-2016,2,3,52,203,0
07-20-2016,2,3,51,200,0
07-21-2016,2,3,51,199,0
07-22-2016,2,3,49,201,0
07-23-2016,2,3,49,201,0
07-24-2016,1,2,49,207,0
07-25-2016,1,2,48,203,0
07-26-2016,1,2,48,203,0
07-27-2016,1,2,43,187,0
07-28-2016,1,2,43,185,0
07-29-2016,1,2,46,182,0
07-30-2016,1,3,45,185,0
07-31-2016,1,3,47,187,0
08-01-2016,1,3,48,188,0
08-02-2016,1,3,50,186,0
08-03-2016,1,2,50,179,0
08-04-2016,1,2,50,178,0
08-05-2016,1,2,50,178,0
08-06-2016,1,2,50,169,0
08-07-2016,1,2,50,169,0
08-08-2016,2,3,50,180,0
08-09-2016,2,3,51,0,0
08-10-2016,2,3,49,192,0
08-11-2016,2,3,49,180,0
08-12-2016,2,3,48,181,0
08-13-2016,2,3,44,151,0
08-14-2016,2,3,46,151,0
08-15-2016,2,3,51,167,0
08-16-2016,2,3,52,166,0
08-17-2016,2,3,47,160,0
08-18-2016,3,2,51,159,0
08-19-2016,3,2,50,150,0
08-20-2016,3,2,50,150,0
08-21-2016,3,2,50,150,0
08-22-2016,2,3,52,162,0
08-23-2016,2,3,50,175,0
08-24-2016,2,3,45,172,0
08-25-2016,2,3,36,170,0
08-26-2016,1,2,29,172,0
08-27-2016,1,2,23,180,0
08-28-2016,1,2,22,197,0
08-29-2016,1,2,24,213,0
08-30-2016,1,2,22,196,0
08-31-2016,1,2,23,186,0
09-01-2016,1,2,20,183,0
09-02-2016,1,2,20,181,0
09-03-2016,1,2,19,177,0
09-04-2016,1,2,28,233,0
09-05-2016,1,2,28,233,0
09-06-2016,1,2,24,220,0
09-07-2016,1,2,22,206,0
09-08-2016,1,2,22,205,0
09-09-2016,1,2,18,199,0
09-10-2016,1,2,19,192,0
09-11-2016,1,2,19,176,0
09-12-2016,1,2,21,170,0
09-13-2016,1,2,24,167,0
09-14-2016,1,2,24,165,0
09-15-2016,1,2,24,148,0
09-16-2016,2,1,24,138,0
09-17-2016,2,1,23,140,0
09-18-2016,1,2,23,151,0
09-19-2016,1,2,28,163,0
09-20-2016,1,2,27,162,0
09-21-2016,1,2,25,153,0
09-22-2016,1,2,25,148,0
09-23-2016,1,2,27,160,0
09-24-2016,1,2,27,162,0
09-25-2016,1,2,28,178,0
09-26-2016,1,2,31,198,0
09-27-2016,1,2,33,191,0
09-28-2016,1,2,33,180,0
09-29-2016,1,2,32,169,0
09-30-2016,1,2,29,173,0
10-01-2016,1,2,29,176,0
10-02-2016,1,2,36,240,0
10-03-2016,1,2,33,271,0
10-04-2016,1,2,32,272,0
10-05-2016,1,2,33,271,0
10-06-2016,1,2,32,260,0
10-07-2016,1,2,29,219,0
10-08-2016,1,2,29,171,0
10-09-2016,1,2,32,169,0
10-10-2016,1,2,32,181,0
10-11-2016,1,2,32,181,0
10-12-2016,1,2,28,133,0
10-13-2016,1,2,29,135,0
10-14-2016,1,2,31,137,0
10-15-2016,1,2,34,108,0
10-16-2016,1,2,34,108,0
10-17-2016,1,2,40,96,0
10-18-2016,1,2,39,86,0
10-19-2016,1,2,39,86,0
10-20-2016,1,2,35,78,0
10-21-2016,1,2,34,81,0
10-22-2016,2,1,32,85,0
10-23-2016,2,1,35,111,0
10-24-2016,1,2,36,93,0
10-25-2016,1,2,35,81,0
10-26-2016,1,2,34,77,0
10-27-2016,1,2,35,66,0
10-28-2016,1,2,37,67,0
10-29-2016,1,2,37,66,0
10-30-2016,1,2,40,69,0
10-31-2016,1,2,41,77,0
11-01-2016,1,2,41,83,0
11-02-2016,1,2,44,90,0
11-03-2016,1,2,36,89,0
11-04-2016,1,2,30,90,0
11-05-2016,1,2,30,90,0
11-06-2016,1,2,35,91,0
11-07-2016,1,2,39,94,0
11-08-2016,1,2,36,95,0
11-09-2016,1,2,34,90,0
11-10-2016,1,2,34,89,0
11-11-2016,1,2,34,87,0
11-12-2016,1,2,35,87,0
11-13-2016,1,2,35,91,0
11-14-2016,1,2,39,109,0
11-15-2016,1,2,38,110,0
11-16-2016,1,3,36,97,0
11-17-2016,1,3,38,102,0
11-18-2016,1,2,34,91,0
11-19-2016,1,3,37,89,0
11-20-2016,1,3,41,96,0
11-21-2016,1,3,47,109,0
11-22-2016,1,3,46,104,0
11-23-2016,1,2,45,99,0
11-24-2016,1,2,27,93,0
11-25-2016,1,2,34,91,0
11-26-2016,1,2,33,70,0
11-27-2016,1,2,34,69,0
11-28-2016,1,2,37,75,0
11-29-2016,1,2,40,68,0
11-30-2016,1,2,39,61,0
12-01-2016,1,2,41,59,0
12-02-2016,1,2,43,63,0
12-03-2016,1,2,41,63,0
12-04-2016,1,2,17,100,0
12-05-2016,1,2,20,130,0
12-06-2016,1,2,20,129,0
12-07-2016,1,2,14,102,0
12-08-2016,1,2,14,104,0
12-09-2016,1,2,17,94,0
12-10-2016,1,3,16,72,0
12-11-2016,1,2,17,70,0
12-12-2016,1,2,11,95,0
12-13-2016,1,2,19,91,0
12-14-2016,1,2,17,78,0
12-15-2016,1,2,17,77,0
12-16-2016,1,2,44,47,0
12-17-2016,1,2,45,46,0
12-18-2016,1,2,45,46,0
12-19-2016,1,2,54,58,0
12-20-2016,1,2,51,58,0
12-21-2016,1,2,52,46,0
12-22-2016,1,2,49,45,0
12-23-2016,1,2,52,46,0
12-24-2016,1,2,54,50,0
12-25-2016,1,2,55,57,0
12-26-2016,1,2,61,64,0
12-27-2016,1,2,56,61,0
12-28-2016,1,2,53,60,0
12-29-2016,1,2,55,64,0
12-30-2016,1,3,56,65,0
12-31-2016,2,3,57,65,0
01-01-2017,2,3,57,67,0
01-02-2017,2,3,60,80,0
01-03-2017,2,3,65,79,0
01-04-2017,2,3,64,59,0
01-05-2017,2,3,65,56,0
01-06-2017,1,3,64,48,0
01-07-2017,1,2,67,46,0
01-08-2017,1,2,68,49,9
01-09-2017,1,2,74,56,9
01-10-2017,1,2,70,50,9
01-11-2017,1,2,70,50,9
01-12-2017,1,2,70,50,9
01-13-2017,1,2,65,50,8
01-14-2017,1,2,65,50,8
01-15-2017,1,2,65,51,10
01-16-2017,1,2,72,55,11
01-17-2017,1,2,67,55,11
01-18-2017,1,2,62,56,10
01-19-2017,1,2,65,50,10
01-20-2017,1,2,65,50,10
01-21-2017,1,2,63,49,-1
01-22-2017,1,2,70,54,-1
01-23-2017,1,2,72,54,12
01-24-2017,1,2,69,58,12
01-25-2017,1,2,72,67,13
01-26-2017,1,2,78,80,13
01-27-2017,1,2,78,80,15
01-28-2017,1,3,86,69,15
01-29-2017,1,2,93,67,16
01-30-2017,1,2,102,77,16
01-31-2017,540,542,111,85,16
02-01-2017,1,3,105,80,17
02-02-2017,1,2,109,80,17
02-03-2017,1,2,103,78,16
02-04-2017,1,2,95,71,15
02-05-2017,1,2,91,71,14
02-06-2017,1,2,92,65,10
02-07-2017,1,2,85,57,11
