Date,Zalo,FBM,Bigo,Viber,Mocha
06-27-2016,3,2,0,44,193
06-28-2016,3,2,0,44,193
06-29-2016,3,2,0,41,180
06-30-2016,3,2,0,38,174
07-01-2016,3,2,0,38,174
07-02-2016,3,1,0,39,139
07-03-2016,3,1,0,43,161
07-04-2016,3,1,0,42,171
07-05-2016,3,1,0,43,168
07-06-2016,3,1,0,40,165
07-07-2016,3,1,0,40,165
07-08-2016,3,1,0,43,171
07-09-2016,3,1,0,44,181
07-10-2016,2,1,0,42,191
07-11-2016,2,1,0,43,201
07-12-2016,2,1,0,40,207
07-13-2016,2,1,0,44,199
07-14-2016,2,1,0,46,205
07-15-2016,2,1,0,52,212
07-16-2016,2,1,0,51,203
07-17-2016,2,1,0,51,208
07-18-2016,3,2,0,54,200
07-19-2016,3,2,0,52,203
07-20-2016,3,2,0,51,200
07-21-2016,3,2,0,51,199
07-22-2016,3,2,0,49,201
07-23-2016,3,2,0,49,201
07-24-2016,2,1,0,49,207
07-25-2016,2,1,0,48,203
07-26-2016,2,1,0,48,203
07-27-2016,2,1,0,43,187
07-28-2016,2,1,0,43,185
07-29-2016,2,1,0,46,182
07-30-2016,3,1,0,45,185
07-31-2016,3,1,0,47,187
08-01-2016,3,1,0,48,188
08-02-2016,3,1,0,50,186
08-03-2016,2,1,0,50,179
08-04-2016,2,1,0,50,178
08-05-2016,2,1,0,50,178
08-06-2016,2,1,0,50,169
08-07-2016,2,1,0,50,169
08-08-2016,3,2,0,50,180
08-09-2016,3,2,0,51,0
08-10-2016,3,2,0,49,192
08-11-2016,3,2,0,49,180
08-12-2016,3,2,0,48,181
08-13-2016,3,2,0,44,151
08-14-2016,3,2,0,46,151
08-15-2016,3,2,0,51,167
08-16-2016,3,2,0,52,166
08-17-2016,3,2,0,47,160
08-18-2016,2,3,0,51,159
08-19-2016,2,3,0,50,150
08-20-2016,2,3,0,50,150
08-21-2016,2,3,0,50,150
08-22-2016,3,2,0,52,162
08-23-2016,3,2,0,50,175
08-24-2016,3,2,0,45,172
08-25-2016,3,2,0,36,170
08-26-2016,2,1,0,29,172
08-27-2016,2,1,0,23,180
08-28-2016,2,1,0,22,197
08-29-2016,2,1,0,24,213
08-30-2016,2,1,0,22,196
08-31-2016,2,1,0,23,186
09-01-2016,2,1,0,20,183
09-02-2016,2,1,0,20,181
09-03-2016,2,1,0,19,177
09-04-2016,2,1,0,28,233
09-05-2016,2,1,0,28,233
09-06-2016,2,1,0,24,220
09-07-2016,2,1,0,22,206
09-08-2016,2,1,0,22,205
09-09-2016,2,1,0,18,199
09-10-2016,2,1,0,19,192
09-11-2016,2,1,0,19,176
09-12-2016,2,1,0,21,170
09-13-2016,2,1,0,24,167
09-14-2016,2,1,0,24,165
09-15-2016,2,1,0,24,148
09-16-2016,1,2,0,24,138
09-17-2016,1,2,0,23,140
09-18-2016,2,1,0,23,151
09-19-2016,2,1,0,28,163
09-20-2016,2,1,0,27,162
09-21-2016,2,1,0,25,153
09-22-2016,2,1,0,25,148
09-23-2016,2,1,0,27,160
09-24-2016,2,1,0,27,162
09-25-2016,2,1,0,28,178
09-26-2016,2,1,0,31,198
09-27-2016,2,1,0,33,191
09-28-2016,2,1,0,33,180
09-29-2016,2,1,0,32,169
09-30-2016,2,1,0,29,173
10-01-2016,2,1,0,29,176
10-02-2016,2,1,0,36,240
10-03-2016,2,1,0,33,271
10-04-2016,2,1,0,32,272
10-05-2016,2,1,0,33,271
10-06-2016,2,1,0,32,260
10-07-2016,2,1,0,29,219
10-08-2016,2,1,0,29,171
10-09-2016,2,1,0,32,169
10-10-2016,2,1,0,32,181
10-11-2016,2,1,0,32,181
10-12-2016,2,1,0,28,133
10-13-2016,2,1,0,29,135
10-14-2016,2,1,0,31,137
10-15-2016,2,1,0,34,108
10-16-2016,2,1,0,34,108
10-17-2016,2,1,0,40,96
10-18-2016,2,1,0,39,86
10-19-2016,2,1,0,39,86
10-20-2016,2,1,0,35,78
10-21-2016,2,1,0,34,81
10-22-2016,1,2,0,32,85
10-23-2016,1,2,0,35,111
10-24-2016,2,1,0,36,93
10-25-2016,2,1,0,35,81
10-26-2016,2,1,0,34,77
10-27-2016,2,1,0,35,66
10-28-2016,2,1,0,37,67
10-29-2016,2,1,0,37,66
10-30-2016,2,1,0,40,69
10-31-2016,2,1,0,41,77
11-01-2016,2,1,0,41,83
11-02-2016,2,1,0,44,90
11-03-2016,2,1,0,36,89
11-04-2016,2,1,0,30,90
11-05-2016,2,1,0,30,90
11-06-2016,2,1,0,35,91
11-07-2016,2,1,0,39,94
11-08-2016,2,1,0,36,95
11-09-2016,2,1,0,34,90
11-10-2016,2,1,0,34,89
11-11-2016,2,1,0,34,87
11-12-2016,2,1,0,35,87
11-13-2016,2,1,0,35,91
11-14-2016,2,1,0,39,109
11-15-2016,2,1,0,38,110
11-16-2016,3,1,0,36,97
11-17-2016,3,1,0,38,102
11-18-2016,2,1,0,34,91
11-19-2016,3,1,0,37,89
11-20-2016,3,1,0,41,96
11-21-2016,3,1,0,47,109
11-22-2016,3,1,0,46,104
11-23-2016,2,1,0,45,99
11-24-2016,2,1,0,27,93
11-25-2016,2,1,0,34,91
11-26-2016,2,1,0,33,70
11-27-2016,2,1,0,34,69
11-28-2016,2,1,0,37,75
11-29-2016,2,1,0,40,68
11-30-2016,2,1,0,39,61
12-01-2016,2,1,0,41,59
12-02-2016,2,1,0,43,63
12-03-2016,2,1,0,41,63
12-04-2016,2,1,0,17,100
12-05-2016,2,1,0,20,130
12-06-2016,2,1,0,20,129
12-07-2016,2,1,0,14,102
12-08-2016,2,1,0,14,104
12-09-2016,2,1,0,17,94
12-10-2016,3,1,0,16,72
12-11-2016,2,1,0,17,70
12-12-2016,2,1,0,11,95
12-13-2016,2,1,0,19,91
12-14-2016,2,1,0,17,78
12-15-2016,2,1,0,17,77
12-16-2016,2,1,0,44,47
12-17-2016,2,1,0,45,46
12-18-2016,2,1,0,45,46
12-19-2016,2,1,0,54,58
12-20-2016,2,1,0,51,58
12-21-2016,2,1,0,52,46
12-22-2016,2,1,0,49,45
12-23-2016,2,1,0,52,46
12-24-2016,2,1,0,54,50
12-25-2016,2,1,0,55,57
12-26-2016,2,1,0,61,64
12-27-2016,2,1,0,56,61
12-28-2016,2,1,0,53,60
12-29-2016,2,1,0,55,64
12-30-2016,3,1,0,56,65
12-31-2016,3,2,0,57,65
01-01-2017,3,2,0,57,67
01-02-2017,3,2,0,60,80
01-03-2017,3,2,0,65,79
01-04-2017,3,2,0,64,59
01-05-2017,3,2,0,65,56
01-06-2017,3,1,0,64,48
01-07-2017,2,1,0,67,46
01-08-2017,2,1,9,68,49
01-09-2017,2,1,9,74,56
01-10-2017,2,1,9,70,50
01-11-2017,2,1,9,70,50
01-12-2017,2,1,9,70,50
01-13-2017,2,1,8,65,50
01-14-2017,2,1,8,65,50
01-15-2017,2,1,10,65,51
01-16-2017,2,1,11,72,55
01-17-2017,2,1,11,67,55
01-18-2017,2,1,10,62,56
01-19-2017,2,1,10,65,50
01-20-2017,2,1,10,65,50
01-21-2017,2,1,-1,63,49
01-22-2017,2,1,-1,70,54
01-23-2017,2,1,12,72,54
01-24-2017,2,1,12,69,58
01-25-2017,2,1,13,72,67
01-26-2017,2,1,13,78,80
01-27-2017,2,1,15,78,80
01-28-2017,3,1,15,86,69
01-29-2017,2,1,16,93,67
01-30-2017,2,1,16,102,77
01-31-2017,542,540,16,111,85
02-01-2017,3,1,17,105,80
02-02-2017,2,1,17,109,80
02-03-2017,2,1,16,103,78
02-04-2017,2,1,15,95,71
02-05-2017,2,1,14,91,71
02-06-2017,2,1,10,92,65
02-07-2017,2,1,11,92,65
02-08-2017,2,1,11,92,65
02-08-2017,2,1,11,92,65
