Report,Rank History
App ID,com.zing.zalo
App,Zalo
Market,Google Play
Countries,Vietnam
Device,-
Start Date,07/21/2012
End Date,02/08/2017
Date Generated,02/07/2017 23:00:39 PST

Platform,Device,Country Name,App ID,App Name,Publisher ID,Publisher Name,Date,Type,Overall,Applications,Communication (Applications),Lifestyle (Applications)
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/03/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/04/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/05/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/06/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/07/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/08/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/09/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/10/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/11/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/12/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/13/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/14/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/15/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/16/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/17/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/18/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/19/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/20/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/21/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/22/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/23/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/24/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/25/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/26/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/27/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/28/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/29/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/30/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,10/31/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/01/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/02/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/03/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/04/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/05/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/06/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/07/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/08/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/09/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/10/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/11/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/12/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/13/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/14/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/15/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/16/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/17/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/18/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/19/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/20/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/21/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/22/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/23/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/24/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/25/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/26/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/27/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/28/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/29/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,11/30/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/01/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/02/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/03/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/04/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/05/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/06/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/07/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/08/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/09/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/10/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/11/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/12/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/13/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/14/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/15/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/16/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/17/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/18/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/19/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/20/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/21/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/22/2013,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/23/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/24/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/25/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/26/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/27/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/28/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/29/2013,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/30/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,12/31/2013,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/01/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/02/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/03/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/04/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/05/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/06/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/07/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/08/2014,Downloads,4,4,2,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/09/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/10/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/11/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/12/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/13/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/14/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/15/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/16/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/17/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/18/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/19/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/20/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/21/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/22/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/23/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/24/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/25/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/26/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/27/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/28/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/29/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/30/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,01/31/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/01/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/02/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/03/2014,Downloads,3,3,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/04/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/05/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/06/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/07/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/08/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/09/2014,Downloads,3,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/10/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/11/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/12/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/13/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/14/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/15/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/16/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/17/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/18/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/19/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/20/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/21/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/22/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/23/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/24/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/25/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/26/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/27/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,02/28/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/01/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/02/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/03/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/04/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/05/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/06/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/07/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/08/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/09/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/10/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/11/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/12/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/13/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/14/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/15/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/16/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/17/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/18/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/19/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/20/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/21/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/22/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/23/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/24/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/25/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/26/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/27/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/28/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/29/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/30/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,03/31/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/01/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/02/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/03/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/04/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/05/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/06/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/07/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/08/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/09/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/10/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/11/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/12/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/13/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/14/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/15/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/16/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/17/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/18/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/19/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/20/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/21/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/22/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/23/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/24/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/25/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/26/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/27/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/28/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/29/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,04/30/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/01/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/02/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/03/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/04/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/05/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/06/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/07/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/08/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/09/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/10/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/11/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/12/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/13/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/14/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/15/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/16/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/17/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/18/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/19/2014,Downloads,2,2,1,0
Google Play,-,Vietnam,com.zing.zalo,Zalo,20200001830257,Zalo Group,05/20/2014,Downloads,2,2,1,0
