Report,Rank History
App ID,com.tencent.mm
App,WeChat
Market,Google Play
Countries,Vietnam
Device,-
Start Date,01/08/2016
End Date,02/08/2017
Date Generated,02/07/2017 22:55:45 PST

Platform,Device,Country Name,App ID,App Name,Publisher ID,Publisher Name,Date,Type,Overall,Android Wear (Applications),Applications,Communication (Applications)
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/13/2016,Downloads,123,0,62,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/14/2016,Downloads,125,0,63,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/15/2016,Downloads,125,0,63,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/16/2016,Downloads,124,0,63,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/17/2016,Downloads,125,0,64,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/18/2016,Downloads,128,0,65,6
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/19/2016,Downloads,128,0,66,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/20/2016,Downloads,132,0,66,8
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/21/2016,Downloads,126,0,59,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/22/2016,Downloads,128,0,60,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/23/2016,Downloads,127,0,61,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/24/2016,Downloads,126,0,63,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/25/2016,Downloads,118,0,56,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/26/2016,Downloads,110,0,53,7
Google Play,-,Vietnam,com.tencent.mm,WeChat,20200001426669,WeChat Tencent,06/27/2016,Downloads,119,0,59,7
